,location,total_sqft,bath,price,bhk
3592,Hosa Road,1245.0,2.0,62.0,2
3593,Hosa Road,1311.0,2.0,84.86,3
3594,Hosa Road,1512.0,3.0,103.0,3
3595,Hosa Road,800.0,1.0,39.99,1
3596,Hosa Road,1726.0,3.0,81.99,3
3597,Hosa Road,1364.0,2.0,64.79,2
3598,Hosa Road,1016.0,2.0,45.0,2
3599,Hosa Road,1730.0,3.0,72.6,3
3600,Hosa Road,1360.0,2.0,77.61,2
3601,Hosa Road,1170.0,2.0,65.0,2
3602,Hosa Road,1161.0,2.0,55.15,2
3603,Hosa Road,900.0,5.0,55.0,5
3604,Hosa Road,1538.0,3.0,107.0,3
3605,Hosa Road,1470.0,2.0,84.22,3
3606,Hosa Road,1513.0,3.0,103.0,3
3607,Hosa Road,625.0,1.0,43.68,1
3609,Hosa Road,1161.0,2.0,48.75,2
3610,Hosa Road,1893.0,3.0,130.0,3
3611,Hosa Road,1541.0,3.0,69.61,3
3612,Hosa Road,615.0,1.0,43.08,1
3613,Hosa Road,1016.0,2.0,39.95,2
3614,Hosakerehalli,2378.0,3.0,262.0,3
3615,Hosakerehalli,2376.0,3.0,203.0,3
3616,Hosakerehalli,3205.0,5.0,380.0,4
3617,Hosakerehalli,3024.0,5.0,248.0,4
3618,Hosakerehalli,3024.0,5.0,350.0,4
3619,Hosakerehalli,2400.0,5.0,250.0,5
3620,Hosakerehalli,1817.0,4.0,153.0,3
3621,Hosakerehalli,1304.0,2.0,100.0,2
3622,Hosakerehalli,1380.0,9.0,150.0,9
3623,Hosakerehalli,2480.0,3.0,245.0,3
3624,Hosakerehalli,925.0,2.0,46.5,2
3625,Hosakerehalli,2480.0,4.0,260.0,3
3626,Hosakerehalli,1596.0,3.0,79.8,3
3627,Hosakerehalli,1200.0,2.0,100.0,3
3628,Hosakerehalli,3205.0,4.0,300.0,4
3629,Hosakerehalli,3033.0,4.0,326.0,4
3630,Hosakerehalli,600.0,2.0,65.0,2
3631,Hosakerehalli,2480.0,4.0,265.0,3
3632,Hosakerehalli,925.0,2.0,46.25,2
3633,Hosakerehalli,2376.0,3.0,240.0,3
3634,Hosakerehalli,1500.0,6.0,145.0,5
3635,Hoskote,1250.0,3.0,50.0,3
3636,Hoskote,1225.0,3.0,40.0,3
3637,Hoskote,1740.0,3.0,60.0,3
3638,Hoskote,1170.0,2.0,45.0,2
3640,Hoskote,1200.0,3.0,57.0,3
3641,Hoskote,1069.0,2.0,38.0,3
3642,Hoskote,1095.0,2.0,33.6,2
3643,Hoskote,1695.0,3.0,50.0,3
3644,Hoskote,1065.0,2.0,31.5,2
3645,Hoskote,1395.0,2.0,63.0,3
3646,Hoskote,1065.0,2.0,28.5,2
3647,Hoskote,945.0,2.0,35.0,2
3648,Hoskote,1003.5,2.0,28.095,2
3649,Hoskote,1065.0,2.0,33.75,2
3650,Hoskote,509.0,1.0,23.0,1
3651,Hosur Road,1656.0,2.0,120.0,2
3652,Hosur Road,1194.0,2.0,69.0,2
3654,Hosur Road,1145.0,2.0,60.0,3
3655,Hosur Road,3300.0,5.0,240.0,5
3656,Hosur Road,1510.0,2.0,105.0,3
3657,Hosur Road,1427.0,2.0,80.63,3
3658,Hosur Road,1508.0,2.0,110.0,3
3659,Hosur Road,460.0,1.0,21.0,1
3660,Hosur Road,1733.0,2.0,85.0,3
3661,Hosur Road,1179.0,2.0,49.0,2
3662,Hosur Road,950.0,2.0,60.0,2
3663,Hosur Road,1194.0,2.0,71.64,2
3664,Hosur Road,1766.0,3.0,130.0,3
3665,Hosur Road,1689.0,3.0,103.0,3
3666,Hosur Road,3600.0,5.0,180.0,5
3667,Hosur Road,1170.0,2.0,48.0,2
3668,Hosur Road,1250.0,2.0,55.0,2
3669,Hosur Road,1689.0,3.0,103.0,3
3670,Hosur Road,3000.0,4.0,160.0,4
3671,Hosur Road,2000.0,4.0,130.0,4
3672,Hosur Road,1250.0,2.0,65.0,2
3673,Hosur Road,1689.0,3.0,103.0,3
3675,Hosur Road,1685.0,3.0,90.0,3
3676,Hosur Road,1223.0,2.0,93.0,2
3678,Hosur Road,1919.0,3.0,117.0,3
3679,Hulimavu,1125.0,2.0,50.0,2
3680,Hulimavu,1242.0,2.0,51.0,2
3681,Hulimavu,1650.0,3.0,78.0,3
3682,Hulimavu,1823.0,3.0,100.0,3
3683,Hulimavu,1300.0,2.0,36.0,2
3684,Hulimavu,1080.0,2.0,43.2,2
3685,Hulimavu,1100.0,2.0,71.5,2
3686,Hulimavu,1758.0,3.0,65.0,3
3687,Hulimavu,688.0,1.0,50.0,1
3688,Hulimavu,1255.0,2.0,73.0,2
3689,Hulimavu,1200.0,4.0,75.0,4
3690,Hulimavu,1058.0,2.0,48.0,2
3691,Hulimavu,1375.0,2.0,80.0,2
3692,Hulimavu,1248.0,2.0,69.0,2
3693,Hulimavu,1818.0,3.0,135.0,3
3694,Hulimavu,1225.0,2.0,55.0,2
3695,Hulimavu,1255.0,2.0,74.0,2
3696,Hulimavu,1175.0,2.0,45.0,2
3697,Hulimavu,1255.0,2.0,69.0,2
3698,Hulimavu,1255.0,2.0,66.0,2
3699,Hulimavu,3035.0,5.0,271.0,3
3700,Hulimavu,1200.0,5.0,101.0,5
3701,Hulimavu,3035.0,5.0,220.0,3
3702,Hulimavu,1127.0,2.0,65.0,2
3703,Hulimavu,1200.0,2.0,50.0,2
3704,Hulimavu,1450.0,3.0,72.0,3
3705,Hulimavu,1200.0,2.0,75.0,2
3706,Hulimavu,1430.0,2.0,90.0,3
3707,Hulimavu,850.0,1.0,39.5,2
3708,Hulimavu,1000.0,2.0,45.0,2
3709,Hulimavu,1320.0,2.0,59.0,3
3710,Hulimavu,2000.0,4.0,100.0,4
3711,Hulimavu,3560.0,5.0,318.0,4
3712,Hulimavu,1011.0,2.0,38.0,2
3713,Hulimavu,1276.0,2.0,76.0,2
3714,Hulimavu,1500.0,2.0,90.0,2
3715,Hulimavu,1315.0,2.0,60.48,2
3716,Hulimavu,1021.0,2.0,76.0,2
3717,Hulimavu,581.0,1.0,29.0,1
3718,Hulimavu,935.0,2.0,45.0,2
3719,Hulimavu,1050.0,2.0,125.0,2
3720,Hulimavu,1320.0,2.0,65.0,3
3721,Hulimavu,1200.0,4.0,75.0,4
3722,Hulimavu,1260.0,2.0,82.0,3
3723,Hulimavu,450.0,1.0,20.0,1
3724,Hulimavu,1231.0,2.0,84.5,2
3725,Hulimavu,1916.0,2.0,150.0,3
3726,Hulimavu,1115.0,2.0,44.6,2
3727,ISRO Layout,4400.0,6.0,250.0,6
3728,ISRO Layout,1200.0,4.0,155.0,4
3729,ISRO Layout,1000.0,2.0,60.0,2
3730,ISRO Layout,1180.0,2.0,52.0,2
3731,ISRO Layout,1000.0,2.0,60.0,2
3732,ISRO Layout,1310.0,2.0,68.0,3
3733,ISRO Layout,4200.0,4.0,255.0,4
3734,ISRO Layout,1050.0,2.0,51.0,2
3735,ISRO Layout,1370.0,2.0,87.0,3
3736,ISRO Layout,1200.0,2.0,43.0,2
3737,ITPL,1200.0,3.0,56.12,3
3738,ITPL,1548.0,3.0,89.5,3
3739,ITPL,1200.0,3.0,68.4,3
3740,ITPL,1200.0,3.0,56.12,3
3741,ITPL,1200.0,3.0,56.12,3
3742,ITPL,1500.0,3.0,61.52,3
3743,ITPL,5667.5,5.0,300.0,4
3744,Iblur Village,3235.0,3.0,235.0,3
3745,Iblur Village,3596.0,5.0,290.0,4
3746,Iblur Village,1920.0,3.0,130.0,3
3747,Iblur Village,1995.0,3.0,135.0,3
3748,Iblur Village,3596.0,5.0,282.0,4
3749,Iblur Village,1918.0,3.0,129.0,3
3750,Iblur Village,3596.0,5.0,252.0,4
3751,Iblur Village,2100.0,4.0,145.0,3
3752,Iblur Village,1920.0,3.0,150.0,3
3753,Iblur Village,1920.0,3.0,130.0,3
3754,Iblur Village,1920.0,3.0,150.0,3
3755,Iblur Village,2000.0,4.0,138.0,3
3756,Iblur Village,3596.0,5.0,260.0,4
3757,Iblur Village,3596.0,5.0,279.0,4
3758,Iblur Village,2666.0,4.0,200.0,3
3759,Iblur Village,5384.0,5.0,420.0,5
3760,Iblur Village,3596.0,5.0,297.0,4
3761,Iblur Village,5515.0,6.0,425.0,5
3762,Iblur Village,1920.0,3.0,130.0,3
3763,Iblur Village,3596.0,4.0,268.0,4
3764,Iblur Village,3596.0,5.0,251.0,4
3765,Indira Nagar,2200.0,4.0,200.0,4
3766,Indira Nagar,1200.0,2.0,93.0,2
3767,Indira Nagar,1128.0,2.0,105.0,2
3768,Indira Nagar,2800.0,3.0,330.0,3
3769,Indira Nagar,1650.0,3.0,200.0,3
3770,Indira Nagar,1875.0,3.0,180.0,3
3771,Indira Nagar,1210.0,2.0,102.0,2
3772,Indira Nagar,1224.0,2.0,105.0,2
3773,Indira Nagar,2070.0,3.0,225.0,3
3774,Indira Nagar,500.0,1.0,70.0,1
3775,Indira Nagar,1400.0,2.0,168.0,2
3776,Indira Nagar,2400.0,4.0,525.0,4
3777,Indira Nagar,1407.0,3.0,120.0,3
3778,Indira Nagar,1145.0,2.0,100.0,2
3779,Indira Nagar,1470.0,2.0,170.0,2
3780,Indira Nagar,1000.0,5.0,180.0,5
3781,Indira Nagar,2700.0,3.0,324.0,3
3782,Indira Nagar,850.0,1.0,57.0,1
3783,Indira Nagar,3250.0,8.0,600.0,8
3784,Indira Nagar,2601.0,4.0,312.0,3
3785,Indira Nagar,1260.0,2.0,100.0,2
3786,Indira Nagar,1740.0,3.0,191.0,3
3787,Indira Nagar,1650.0,3.0,220.0,3
3788,Indira Nagar,1700.0,3.0,150.0,3
3790,Indira Nagar,1440.0,3.0,275.0,3
3791,Indira Nagar,1475.0,2.0,171.0,2
3792,Indira Nagar,3200.0,4.0,440.0,4
3793,Indira Nagar,4000.0,4.0,700.0,4
3794,Indira Nagar,850.0,1.0,60.0,1
3795,Indira Nagar,2400.0,4.0,405.0,4
3796,Indira Nagar,1800.0,5.0,350.0,5
3799,Indira Nagar,1650.0,3.0,200.0,3
3800,Indira Nagar,2800.0,4.0,365.0,4
3801,Indira Nagar,1260.0,2.0,120.0,2
3802,Indira Nagar,1149.0,2.0,130.0,2
3803,Indira Nagar,1650.0,3.0,150.0,3
3804,Indira Nagar,2400.0,6.0,475.0,6
3805,JP Nagar,1850.0,3.0,150.0,3
3806,JP Nagar,1000.0,2.0,35.0,2
3807,JP Nagar,5520.0,2.0,375.0,5
3808,JP Nagar,1100.0,2.0,70.0,2
3809,JP Nagar,940.0,2.0,49.0,2
3810,JP Nagar,2500.0,3.0,135.0,3
3811,JP Nagar,4624.5,4.0,314.5,4
3812,JP Nagar,1078.0,2.0,45.0,2
3813,JP Nagar,1050.0,1.0,44.0,1
3814,JP Nagar,1352.5,2.0,93.865,2
3815,JP Nagar,1200.0,2.0,62.0,2
3816,JP Nagar,1300.0,2.0,90.87,2
3817,JP Nagar,1315.0,2.0,85.4,3
3818,JP Nagar,1690.0,3.0,112.0,3
3819,JP Nagar,3000.0,4.0,140.0,4
3820,JP Nagar,3000.0,4.0,140.0,4
3821,JP Nagar,1300.0,2.0,109.0,2
3822,JP Nagar,3300.0,4.0,160.0,3
3823,JP Nagar,1245.0,2.0,110.0,2
3824,JP Nagar,1150.0,2.0,49.9,3
3825,JP Nagar,750.0,1.0,52.5,1
3826,JP Nagar,1200.0,2.0,78.0,2
3827,JP Nagar,1850.0,2.0,110.0,3
3828,JP Nagar,1100.0,2.0,45.0,2
3829,JP Nagar,1197.0,2.0,47.88,2
3830,JP Nagar,2700.0,4.0,160.0,7
3831,JP Nagar,1500.0,2.0,82.0,3
3832,JP Nagar,820.0,2.0,45.0,2
3833,JP Nagar,1750.0,3.0,123.0,3
3834,JP Nagar,2195.0,2.0,152.0,3
3836,JP Nagar,3496.5,2.0,237.5,3
3837,JP Nagar,1600.0,3.0,83.0,3
3838,JP Nagar,3000.0,3.0,150.0,4
3840,JP Nagar,745.0,1.0,34.27,1
3841,JP Nagar,1800.0,6.0,68.0,6
3842,JP Nagar,1150.0,2.0,90.0,2
3844,JP Nagar,1960.0,3.0,138.0,3
3845,JP Nagar,1500.0,2.0,87.0,4
3846,JP Nagar,1590.0,2.0,85.0,3
3847,JP Nagar,1250.0,2.0,60.0,2
3848,JP Nagar,1125.0,2.0,39.98,2
3849,JP Nagar,2400.0,3.0,196.0,3
3850,JP Nagar,1300.0,2.0,91.65,2
3851,JP Nagar,1107.0,2.0,57.0,2
3852,JP Nagar,1250.0,2.0,93.0,2
3853,JP Nagar,1500.0,2.0,108.0,3
3854,JP Nagar,1520.0,3.0,125.0,3
3855,JP Nagar,1405.0,2.0,99.0,2
3856,JP Nagar,1157.0,2.0,73.0,2
3857,JP Nagar,1500.0,2.0,82.0,3
3858,JP Nagar,1048.0,2.0,44.0,2
3859,Jakkur,1417.0,2.0,75.0,2
3860,Jakkur,1590.0,2.0,125.0,3
3861,Jakkur,1279.0,2.0,77.0,2
3862,Jakkur,1710.0,3.0,107.0,3
3863,Jakkur,1396.0,2.0,86.51,3
3864,Jakkur,3467.86,6.0,249.0,4
3865,Jakkur,1865.0,3.0,124.0,3
3866,Jakkur,3181.0,2.0,260.5,4
3867,Jakkur,1760.0,3.0,139.0,3
3868,Jakkur,1290.0,2.0,100.0,2
3869,Jakkur,1452.19,2.0,100.0,2
3870,Jakkur,1798.0,3.0,120.0,3
3871,Jakkur,1300.0,2.0,85.0,2
3872,Jakkur,3181.0,4.0,260.5,4
3873,Jakkur,1950.0,3.0,131.0,3
3875,Jakkur,1230.0,2.0,76.0,2
3877,Jakkur,1290.0,2.0,80.0,2
3878,Jakkur,1760.0,3.0,110.0,3
3879,Jakkur,2283.0,4.0,130.0,4
3880,Jakkur,1483.0,2.0,98.0,2
3881,Jakkur,1482.0,3.0,86.0,3
3882,Jakkur,1645.0,3.0,100.0,3
3883,Jakkur,1650.0,3.0,111.0,3
3885,Jakkur,2423.0,4.0,160.0,3
3886,Jakkur,2197.0,3.0,136.0,3
3887,Jakkur,1125.0,2.0,65.0,2
3888,Jakkur,1230.0,2.0,79.0,2
3889,Jakkur,1202.0,2.0,79.0,2
3890,Jakkur,1858.0,3.0,123.0,3
3891,Jakkur,3181.0,2.0,229.0,4
3892,Jakkur,1745.0,2.0,98.485,3
3893,Jakkur,1798.0,3.0,110.0,3
3894,Jakkur,1785.0,3.0,130.0,3
3895,Jakkur,1080.0,2.0,60.0,2
3896,Jakkur,1260.0,2.0,71.195,2
3897,Jakkur,1816.0,3.0,119.0,3
3898,Jakkur,1424.0,2.0,80.0,2
3899,Jakkur,1290.0,2.0,85.0,2
3900,Jakkur,1300.0,2.0,80.0,2
3901,Jakkur,1290.0,2.0,80.04,2
3902,Jakkur,1282.0,2.0,72.0,2
3903,Jakkur,1880.0,4.0,110.0,3
3904,Jakkur,1660.0,3.0,104.0,3
3905,Jakkur,1291.0,2.0,75.0,2
3906,Jakkur,1473.0,2.0,85.0,2
3907,Jakkur,1660.0,3.0,104.0,3
3908,Jakkur,1950.0,3.0,131.0,3
3909,Jakkur,1432.0,2.0,85.0,2
3910,Jakkur,1150.0,3.0,65.0,3
3911,Jakkur,1710.0,3.0,110.0,3
3913,Jalahalli,2250.0,3.0,160.0,3
3914,Jalahalli,1694.0,2.0,125.0,2
3915,Jalahalli,1870.0,3.0,110.0,3
3916,Jalahalli,1400.0,1.0,80.0,2
3917,Jalahalli,1045.0,2.0,76.77,2
3919,Jalahalli,2113.0,3.0,155.0,3
3920,Jalahalli,1932.0,4.0,135.0,3
3921,Jalahalli,1045.0,2.0,58.0,2
3922,Jalahalli,1200.0,4.0,90.0,4
3923,Jalahalli,1020.0,2.0,52.0,2
3924,Jalahalli,2384.0,4.0,165.0,3
3925,Jalahalli,790.0,2.0,49.5,2
3926,Jalahalli,1395.0,3.0,82.0,3
3927,Jalahalli,1770.0,3.0,100.0,3
3928,Jalahalli,1569.0,3.0,118.0,3
3929,Jalahalli,600.0,1.0,37.0,1
3930,Jalahalli,615.0,1.0,46.0,1
3931,Jalahalli,2404.0,3.0,138.0,3
3932,Jalahalli,905.0,2.0,55.0,2
3933,Jalahalli,1000.0,2.0,70.0,2
3934,Jalahalli,615.0,1.0,46.0,1
3936,Jalahalli,1470.0,2.0,102.0,3
3937,Jalahalli,1244.0,2.0,88.0,2
3938,Jalahalli,1407.0,2.0,98.49,2
3939,Jalahalli,1200.0,2.0,66.0,1
3940,Jalahalli,1530.0,2.0,89.0,3
3941,Jalahalli,1045.0,2.0,76.77,2
3942,Jalahalli,1575.0,4.0,100.0,3
3943,Jalahalli,2086.0,3.0,160.0,3
3944,Jalahalli,980.0,2.0,60.0,3
3945,Jalahalli,1313.0,2.0,68.0,2
3946,Jalahalli,1881.0,3.0,115.0,3
3947,Jalahalli,1405.0,2.0,85.0,3
3948,Jalahalli East,750.0,1.0,40.0,1
3949,Jalahalli East,1260.0,2.0,60.0,3
3950,Jalahalli East,1020.0,2.0,58.0,2
3951,Jalahalli East,1020.0,2.0,42.48,2
3952,Jalahalli East,1475.0,3.0,96.0,3
3953,Jalahalli East,1300.0,2.0,63.0,3
3954,Jalahalli East,720.0,4.0,48.0,4
3955,Jalahalli East,775.0,1.0,34.1,1
3956,Jalahalli East,1010.0,2.0,52.0,2
3957,Jalahalli East,1035.0,2.0,42.5,2
3958,Jalahalli East,1010.0,2.0,52.0,2
3959,Jalahalli East,1200.0,4.0,80.0,4
3960,Jalahalli East,1020.0,2.0,42.48,2
3962,Jigani,918.0,2.0,52.0,2
3963,Jigani,918.0,2.0,48.0,2
3964,Jigani,924.0,2.0,65.0,2
3966,Jigani,914.0,2.0,47.0,2
3967,Jigani,927.0,2.0,55.0,2
3968,Jigani,920.0,2.0,46.0,2
3969,Jigani,2400.0,4.0,130.0,3
3970,Jigani,918.0,2.0,45.0,2
3971,Jigani,918.0,2.0,63.2,2
3972,Jigani,933.0,2.0,43.0,2
3973,Jigani,918.0,2.0,55.0,2
3974,Jigani,2400.0,3.0,149.0,3
3975,Jigani,4303.5,2.0,226.0,4
3976,Jigani,937.0,2.0,44.0,2
3977,Jigani,1252.0,3.0,61.0,3
3978,Jigani,923.0,2.0,50.0,2
3980,Jigani,1252.0,3.0,63.0,3
3981,Jigani,1221.0,3.0,72.0,3
3982,Jigani,918.0,2.0,49.0,2
3984,Jigani,914.0,2.0,49.0,2
3985,Jigani,918.0,2.0,50.0,2
3986,Jigani,1200.0,3.0,65.0,3
3987,Jigani,3170.0,5.0,230.0,4
3988,Jigani,914.0,2.0,55.0,2
3989,Jigani,1352.0,3.0,65.0,3
3990,Jigani,1230.0,3.0,60.0,3
3991,Jigani,1221.0,3.0,65.0,3
3992,Jigani,1221.0,3.0,75.0,3
3993,Jigani,1252.0,3.0,70.0,3
3994,Jigani,1221.0,3.0,65.0,3
3996,Jigani,939.0,2.0,39.0,2
3997,Jigani,1221.0,3.0,70.0,3
4000,Jigani,943.0,2.0,48.0,2
4001,Jigani,918.0,2.0,56.0,2
4002,Jigani,1245.0,3.0,66.0,3
4003,Jigani,1221.0,3.0,65.0,3
4004,Jigani,943.0,2.0,49.5,2
4005,Judicial Layout,1300.0,3.0,64.0,3
4006,Judicial Layout,2070.0,3.0,162.0,3
4007,Judicial Layout,1700.0,3.0,155.0,3
4008,Judicial Layout,1100.0,2.0,53.0,3
4009,Judicial Layout,1200.0,7.0,199.0,7
4010,Judicial Layout,5400.0,4.0,700.0,5
4011,Judicial Layout,2400.0,4.0,350.0,4
4012,Judicial Layout,1500.0,3.0,162.0,4
4013,Judicial Layout,1989.0,4.0,155.0,3
4014,KR Puram,1277.5,2.0,56.8,2
4015,KR Puram,930.0,2.0,39.0,2
4016,KR Puram,1155.0,2.0,42.74,2
4017,KR Puram,1225.0,2.0,46.55,2
4018,KR Puram,1100.0,2.0,47.0,2
4019,KR Puram,1200.0,2.0,71.0,2
4021,KR Puram,1200.0,2.0,90.0,2
4022,KR Puram,750.0,2.0,25.0,2
4023,KR Puram,1128.76,3.0,47.405,3
4024,KR Puram,1015.0,2.0,43.0,2
4025,KR Puram,1470.0,2.0,86.0,2
4026,KR Puram,714.0,1.0,28.0,1
4027,KR Puram,1142.0,2.0,51.0,2
4028,KR Puram,1115.0,2.0,33.45,2
4029,KR Puram,1021.0,2.0,48.0,2
4030,KR Puram,1559.0,3.0,69.315,3
4031,KR Puram,1035.0,2.0,40.5,2
4032,KR Puram,1550.0,2.0,71.0,2
4033,KR Puram,1192.5,2.0,51.22,2
4034,KR Puram,1000.0,4.0,75.0,4
4035,KR Puram,1100.0,2.0,46.0,2
4036,KR Puram,1290.0,2.0,49.02,2
4037,KR Puram,1752.0,3.0,145.0,3
4038,KR Puram,1100.0,2.0,43.0,2
4039,KR Puram,950.0,2.0,40.0,2
4040,KR Puram,1156.0,2.0,72.0,2
4041,KR Puram,1000.0,2.0,60.0,2
4043,KR Puram,1452.0,3.0,60.0,3
4044,KR Puram,1001.0,2.0,30.0,2
4045,KR Puram,750.0,2.0,40.0,2
4046,KR Puram,1462.5,2.0,62.81,3
4047,KR Puram,2000.0,6.0,85.0,6
4048,KR Puram,1000.0,2.0,44.5,2
4049,KR Puram,1200.0,2.0,47.0,2
4050,KR Puram,1200.0,1.0,65.0,2
4051,KR Puram,1583.0,2.0,70.445,3
4052,KR Puram,1076.0,2.0,67.0,2
4053,KR Puram,1140.0,2.0,43.32,2
4054,KR Puram,4300.0,6.0,175.0,6
4055,KR Puram,1200.0,2.0,42.0,2
4056,KR Puram,1430.0,2.0,61.0,3
4057,KR Puram,1040.0,2.0,50.0,2
4058,KR Puram,960.0,4.0,80.0,4
4059,KR Puram,3657.0,5.0,310.0,5
4060,KR Puram,1200.0,4.0,83.0,4
4061,KR Puram,734.0,2.0,22.0,2
4062,KR Puram,1200.0,4.0,100.0,4
4063,KR Puram,1120.0,2.0,36.0,2
4064,KR Puram,1150.0,2.0,42.0,2
4065,KR Puram,4600.0,9.0,200.0,9
4066,KR Puram,1050.0,2.0,55.0,2
4067,KR Puram,1057.0,2.0,30.0,2
4068,KR Puram,1085.0,2.0,46.5,2
4069,KR Puram,1700.0,3.0,105.0,3
4070,KR Puram,1200.0,2.0,72.0,2
4071,KR Puram,3628.0,4.0,246.0,4
4072,KR Puram,2000.0,2.0,75.0,2
4073,KR Puram,1100.0,2.0,45.0,2
4074,KR Puram,3300.0,3.0,255.0,5
4075,KR Puram,3000.0,4.0,235.0,4
4076,KR Puram,1035.0,2.0,40.0,2
4077,KR Puram,1116.0,2.0,45.0,2
4078,KR Puram,1290.0,2.0,69.0,2
4079,KR Puram,1300.0,2.0,57.0,3
4080,KR Puram,866.28,2.0,36.38,2
4081,KR Puram,1096.0,2.0,43.0,2
4082,KR Puram,1204.0,2.0,58.0,2
4083,KR Puram,700.0,1.0,21.5,1
4084,KR Puram,1205.0,2.0,45.79,2
4085,KR Puram,1827.0,3.0,97.0,3
4086,KR Puram,1075.0,2.0,32.25,2
4087,KR Puram,1400.0,2.0,60.0,3
4088,KR Puram,1100.0,2.0,39.9,2
4089,KR Puram,2283.0,2.0,121.0,4
4090,KR Puram,2800.0,6.0,110.0,7
4091,KR Puram,1020.0,2.0,39.0,2
4092,KR Puram,1200.0,2.0,75.0,2
4093,KR Puram,1245.0,2.0,60.0,2
4094,Kadubeesanahalli,1665.0,3.0,70.0,3
4095,Kadubeesanahalli,1532.0,3.0,115.0,3
4096,Kadubeesanahalli,1545.0,2.0,66.0,3
4097,Kadubeesanahalli,1424.0,2.0,75.0,3
4098,Kadubeesanahalli,1257.0,2.0,93.0,2
4099,Kadubeesanahalli,1365.0,3.0,80.0,3
4100,Kadubeesanahalli,1257.0,2.0,105.0,2
4101,Kadubeesanahalli,1184.0,2.0,55.0,2
4102,Kadubeesanahalli,1185.0,2.0,55.0,2
4103,Kadubeesanahalli,1140.0,2.0,78.0,2
4104,Kadugodi,1260.0,2.0,54.0,3
4105,Kadugodi,1762.0,3.0,91.45,3
4106,Kadugodi,1198.0,2.0,58.0,2
4108,Kadugodi,1890.0,4.0,127.0,3
4109,Kadugodi,3750.0,4.0,210.0,4
4110,Kadugodi,1762.0,3.0,110.0,3
4111,Kadugodi,1900.0,3.0,108.0,3
4112,Kadugodi,1314.0,2.0,68.2,2
4113,Kadugodi,1645.0,2.0,82.0,3
4114,Kadugodi,1100.0,2.0,45.0,2
4115,Kadugodi,1711.0,3.0,75.0,3
4116,Kadugodi,1314.0,2.0,78.0,2
4117,Kadugodi,1762.0,3.0,112.0,3
4118,Kadugodi,1314.0,2.0,83.0,2
4119,Kadugodi,925.0,1.0,40.7,1
4120,Kadugodi,1351.0,2.0,78.0,3
4121,Kadugodi,1010.0,2.0,50.0,2
4122,Kadugodi,1890.0,4.0,125.0,3
4123,Kadugodi,1152.0,2.0,61.0,2
4124,Kadugodi,1394.0,2.0,56.0,2
4125,Kadugodi,1762.0,3.0,112.0,3
4126,Kadugodi,1890.0,4.0,125.0,3
4128,Kadugodi,3000.0,4.0,134.0,4
4130,Kadugodi,1088.0,2.0,44.0,2
4131,Kadugodi,1875.0,2.0,110.0,3
4132,Kadugodi,1150.0,2.0,42.0,2
4133,Kadugodi,1762.0,3.0,109.0,3
4134,Kadugodi,1314.0,2.0,80.0,2
4135,Kadugodi,1196.0,2.0,60.0,2
4136,Kaggadasapura,1280.0,2.0,56.0,3
4137,Kaggadasapura,1275.0,2.0,52.0,2
4138,Kaggadasapura,2150.0,4.0,100.0,4
4139,Kaggadasapura,1150.0,2.0,42.0,2
4140,Kaggadasapura,1110.0,2.0,53.0,2
4141,Kaggadasapura,1060.0,2.0,48.0,2
4142,Kaggadasapura,1350.0,3.0,55.5,3
4143,Kaggadasapura,1063.0,2.0,42.0,2
4144,Kaggadasapura,1470.0,2.0,75.0,3
4146,Kaggadasapura,1050.0,2.0,48.0,2
4147,Kaggadasapura,1132.0,2.0,42.0,2
4148,Kaggadasapura,1100.0,2.0,58.0,2
4149,Kaggadasapura,1325.0,2.0,50.0,2
4150,Kaggadasapura,1200.0,2.0,53.0,2
4151,Kaggadasapura,1035.0,2.0,45.5,2
4152,Kaggadasapura,1180.0,1.0,50.0,2
4153,Kaggadasapura,1140.0,2.0,46.0,2
4154,Kaggadasapura,1340.0,3.0,66.0,3
4155,Kaggadasapura,1256.0,2.0,50.0,3
4156,Kaggadasapura,1500.0,3.0,75.0,3
4157,Kaggadasapura,1215.0,2.0,43.0,2
4158,Kaggadasapura,1225.0,2.0,48.0,2
4159,Kaggadasapura,1805.0,2.0,75.0,3
4160,Kaggadasapura,1540.0,3.0,75.0,3
4161,Kaggadasapura,1240.0,2.0,45.0,2
4162,Kaggadasapura,1560.0,2.0,72.0,3
4163,Kaggadasapura,1240.0,2.0,58.58,2
4164,Kaggadasapura,1000.0,2.0,43.0,2
4165,Kaggadasapura,1225.0,2.0,48.0,2
4166,Kaggadasapura,2500.0,5.0,120.0,3
4167,Kaggadasapura,960.0,2.0,45.0,2
4168,Kaggadasapura,775.0,2.0,29.5,2
4169,Kaggadasapura,1250.0,2.0,47.0,3
4170,Kaggadasapura,1455.0,3.0,75.0,3
4171,Kaggadasapura,1045.0,2.0,55.0,2
4172,Kaggadasapura,1495.0,3.0,60.0,3
4173,Kaggadasapura,1654.0,3.0,70.0,3
4174,Kaggadasapura,2150.0,4.0,90.0,4
4175,Kaggadasapura,1106.0,2.0,40.0,2
4176,Kaggadasapura,1485.0,2.0,70.0,3
4177,Kaggadasapura,1175.0,2.0,50.0,2
4178,Kaggadasapura,3000.0,4.0,130.0,4
4179,Kaggadasapura,1500.0,2.0,60.0,3
4180,Kaggadasapura,1105.0,2.0,39.5,2
4181,Kaggadasapura,1500.0,2.0,75.0,3
4182,Kaggadasapura,1400.0,2.0,68.0,3
